BN_train_loss,BN_train_acc,BN_test_loss,BN_test_acc
2.394942045211792,11.71875,0.012638655400276184,39.76
2.394953727722168,10.9375,0.010408132553100587,52.64
2.251779794692993,13.28125,0.011904225170612336,43.49
2.341188669204712,14.2578125,0.009042656534910203,58.67
2.4646852016448975,15.78125,0.009580373847484589,55.97
2.3018715381622314,16.276041666666668,0.008014818966388702,64.57
2.517350196838379,16.964285714285715,0.008807353228330612,59.71
2.8541955947875977,16.2109375,0.007827163964509965,65.13
2.582266330718994,15.45138888888889,0.007759545713663101,65.47
2.3984274864196777,15.15625,0.007569977188110351,65.64
2.4239983558654785,15.625,0.008321915084123612,62.95
2.3955237865448,15.169270833333334,0.007424663501977921,67.21
2.275883436203003,15.204326923076923,0.007697876822948456,65.53
2.347200393676758,15.234375,0.006953698378801346,68.32
2.4039156436920166,15.572916666666666,0.007517006772756576,65.78
2.4171950817108154,15.869140625,0.0072783846378326415,67.44
2.300501585006714,15.533088235294118,0.006576309663057328,71.3
2.4606821537017822,15.84201388888889,0.0068240734338760375,69.56
2.274078130722046,16.07730263157895,0.006584294414520264,71.57
2.322618246078491,15.8984375,0.006939334058761596,69.49
2.449672222137451,15.99702380952381,,
2.400020122528076,16.264204545454547,,
2.2126059532165527,16.27038043478261,,
2.2374207973480225,16.30859375,,
2.172654867172241,16.5,,
2.181320905685425,16.676682692307693,,
2.2535030841827393,16.81134259259259,,
2.207071304321289,16.685267857142858,,
2.149144411087036,16.810344827586206,,
2.073415994644165,16.875,,
2.145542621612549,16.985887096774192,,
2.178515911102295,16.943359375,,
2.110121250152588,17.06912878787879,,
2.1319026947021484,17.256433823529413,,
2.0846564769744873,17.232142857142858,,
2.2020726203918457,17.317708333333332,,
2.102557420730591,17.293074324324323,,
2.0953235626220703,17.33141447368421,,
2.050924062728882,17.407852564102566,,
2.0070912837982178,17.48046875,,
1.9842923879623413,17.54954268292683,,
2.0988292694091797,17.633928571428573,,
2.078498125076294,17.605377906976745,,
1.970316767692566,17.68465909090909,,
