GN4_train_loss,GN4_train_acc,GN4_test_loss,GN4_test_acc
2.6938893795013428,9.375,0.014313746690750122,32.5
2.8404412269592285,8.984375,0.012950775396823882,40.84
3.071063995361328,10.15625,0.011593591582775117,45.46
2.6397316455841064,10.3515625,0.011261842095851899,47.47
2.615807056427002,10.78125,0.010195607459545135,53.34
2.509220600128174,11.71875,0.009776456308364868,55.41
2.557008743286133,12.276785714285714,0.009197385221719742,57.38
2.6713318824768066,12.20703125,0.008867110592126847,59.61
2.4410300254821777,11.71875,0.008856387120485306,59.27
2.451777696609497,11.5625,0.00851634612083435,61.83
2.6750097274780273,11.008522727272727,0.008099389123916625,63.38
2.415011167526245,11.5234375,0.007937802469730377,64.72
2.3877785205841064,11.538461538461538,0.007964148873090745,64.38
2.350513219833374,11.774553571428571,0.008036499750614167,63.45
2.3232438564300537,11.927083333333334,0.007656303977966308,65.7
2.2915217876434326,12.3046875,0.007619150388240814,65.46
2.398843288421631,12.132352941176471,0.0074970109105110165,66.69
2.4279847145080566,11.89236111111111,0.007345003157854081,66.8
2.364956855773926,12.047697368421053,0.007168256312608719,67.67
2.34163498878479,11.9140625,0.007556653034687042,66.58
2.3227484226226807,11.755952380952381,,
2.3466055393218994,11.860795454545455,,
2.285616159439087,11.888586956521738,,
2.2996747493743896,12.01171875,,
2.312055826187134,12.09375,,
2.297772169113159,12.19951923076923,,
2.2454771995544434,12.38425925925926,,
2.349121570587158,12.193080357142858,,
2.3486745357513428,12.149784482758621,,
2.2672319412231445,12.135416666666666,,
2.216881275177002,12.37399193548387,,
2.273155927658081,12.3291015625,,
2.2527101039886475,12.334280303030303,,
2.2577474117279053,12.522977941176471,,
2.2584142684936523,12.544642857142858,,
2.3114261627197266,12.71701388888889,,
2.2601566314697266,12.816722972972974,,
2.2921221256256104,12.705592105263158,,
2.2389471530914307,12.740384615384615,,
2.267800807952881,12.75390625,,
2.2878530025482178,12.652439024390244,,
2.2747673988342285,12.648809523809524,,
2.284230947494507,12.663517441860465,,
2.209444761276245,12.713068181818182,,
2.289457321166992,12.586805555555555,,
2.245689630508423,12.75475543478261,,
2.3400702476501465,12.74933510638298,,
2.3212108612060547,12.679036458333334,,
2.223496675491333,12.802933673469388,,
2.2628097534179688,12.71875,,
2.2428505420684814,12.821691176470589,,
2.2745985984802246,12.830528846153847,,
2.2270355224609375,12.794811320754716,,
2.2422730922698975,12.745949074074074,,
2.231117010116577,12.8125,,
2.228381633758545,12.946428571428571,,
2.206472635269165,13.08936403508772,,
2.1849541664123535,13.186961206896552,,
2.2652363777160645,13.135593220338983,,
2.2299141883850098,13.2421875,,
2.2323832511901855,13.28125,,
2.2659668922424316,13.331653225806452,,
2.1937239170074463,13.38045634920635,,
2.190683364868164,13.46435546875,,
2.2217319011688232,13.58173076923077,,
2.174105167388916,13.695549242424242,,
2.162372350692749,13.794309701492537,,
2.198939561843872,13.740808823529411,,
2.1517200469970703,13.790760869565217,,
2.193180561065674,13.783482142857142,,
2.163663625717163,13.842429577464788,,
2.227170944213867,13.834635416666666,,
2.1933300495147705,13.880565068493151,,
2.136370897293091,13.946368243243244,,
2.144348621368408,13.989583333333334,,
2.0804638862609863,14.144736842105264,,
2.056854248046875,14.255275974025974,,
2.167750120162964,14.302884615384615,,
2.0930612087249756,14.369066455696203,,
2.1628000736236572,14.31640625,,
2.093514919281006,14.371141975308642,,
2.1695005893707275,14.40548780487805,,
2.038358449935913,14.514307228915662,,
2.1563260555267334,14.6484375,,
2.1734752655029297,14.678308823529411,,
2.1684837341308594,14.689316860465116,,
2.2008602619171143,14.691091954022989,,
2.1398086547851562,14.772727272727273,,
2.146732807159424,14.755969101123595,,
2.14102840423584,14.756944444444445,,
2.157836675643921,14.869505494505495,,
2.111473798751831,14.860733695652174,,
2.036668062210083,14.944556451612904,,
2.200165271759033,15.001662234042554,,
2.139061689376831,15.057565789473685,,
2.1370768547058105,15.0634765625,,
2.1236729621887207,15.117590206185566,,
2.130533456802368,15.138711734693878,,
2.0911099910736084,15.16729797979798,,
2.0825319290161133,15.1953125,,
2.1534504890441895,15.184096534653465,,
2.1242802143096924,15.203737745098039,,
2.1065633296966553,15.222997572815533,,
2.070671558380127,15.32451923076923,,
2.111642837524414,15.37202380952381,,
2.0995028018951416,15.41126179245283,,
2.199538230895996,15.42056074766355,,
1.9967553615570068,15.516493055555555,,
2.0697972774505615,15.603497706422019,,
2.058398723602295,15.703125,,
1.99478018283844,15.800957207207206,,
2.069272994995117,15.8203125,,
2.0792908668518066,15.832411504424778,,
2.077866554260254,15.878563596491228,,
2.038708448410034,15.883152173913043,,
2.020979881286621,15.928071120689655,,
2.035545587539673,15.985576923076923,,
2.1025383472442627,16.015625,,
2.1237666606903076,16.03860294117647,,
2.1098785400390625,16.067708333333332,,
2.0794615745544434,16.070506198347108,,
2.1533689498901367,16.05404713114754,,
2.0908243656158447,16.101371951219512,,
2.072425127029419,16.135332661290324,,
2.0202484130859375,16.23125,,
2.0414035320281982,16.28844246031746,,
2.0567004680633545,16.369340551181104,,
1.9797406196594238,16.473388671875,,
2.096257209777832,16.527374031007753,,
2.042012929916382,16.544471153846153,,
2.1061174869537354,16.609017175572518,,
2.0930094718933105,16.660748106060606,,
2.0716545581817627,16.67058270676692,,
1.9960553646087646,16.726912313432837,,
2.0110132694244385,16.805555555555557,,
2.0357935428619385,16.842830882352942,,
2.0548365116119385,16.902372262773724,,
1.9684054851531982,16.898777173913043,,
2.0519661903381348,16.94581834532374,,
1.9989898204803467,16.975446428571427,,
2.010908365249634,16.988031914893618,,
2.0578277111053467,17.011443661971832,,
2.026245355606079,17.083697552447553,,
1.9497225284576416,17.100694444444443,,
2.0633490085601807,17.176724137931036,,
1.94125497341156,17.251712328767123,,
2.1031737327575684,17.2672193877551,,
1.888871431350708,17.3511402027027,,
1.9544519186019897,17.43393456375839,,
2.012016773223877,17.484375,,
2.0208890438079834,17.508278145695364,,
1.9033417701721191,17.578125,,
2.0137083530426025,17.606209150326798,,
2.051518678665161,17.623782467532468,,
2.0246262550354004,17.681451612903224,,
2.0041513442993164,17.713341346153847,,
2.0594825744628906,17.690087579617835,,
2.0775647163391113,17.69679588607595,,
2.090437650680542,17.703419811320753,,
1.9949997663497925,17.71484375,,
2.000861883163452,17.769798136645964,,
2.073702812194824,17.79513888888889,,
1.9440313577651978,17.829754601226995,,
1.9716869592666626,17.8734756097561,,
2.0826802253723145,17.897727272727273,,
1.9505410194396973,17.940512048192772,,
1.9498260021209717,18.01553143712575,,
1.9974324703216553,18.052455357142858,,
1.8772822618484497,18.12592455621302,,
1.9058524370193481,18.189338235294116,,
2.064359426498413,18.188048245614034,,
1.9540107250213623,18.250363372093023,,
1.9149158000946045,18.316473988439306,,
1.9706425666809082,18.377334770114942,,
1.8795868158340454,18.464285714285715,,
2.05146861076355,18.49698153409091,,
2.12668776512146,18.52489406779661,,
2.0512092113494873,18.53932584269663,,
2.0329132080078125,18.553596368715084,,
2.0166990756988525,18.606770833333332,,
2.0312023162841797,18.65504143646409,,
2.0727570056915283,18.655563186813186,,
2.0524213314056396,18.690232240437158,,
2.0232391357421875,18.699048913043477,,
1.9020696878433228,18.754222972972972,,
2.116870880126953,18.75,,
2.09708309173584,18.75417780748663,,
2.061368465423584,18.795711436170212,,
1.9717762470245361,18.83267195767196,,
2.0612945556640625,18.86924342105263,,
1.9300891160964966,18.9095222513089,,
2.0916547775268555,18.912760416666668,,
1.9517621994018555,18.972636010362695,,
2.0399370193481445,18.991623711340207,,
2.0611863136291504,19.018429487179485,,
1.9584786891937256,19.040975765306122,,
2.0580427646636963,19.051395939086294,,
