LN_train_loss,LN_train_acc,LN_test_loss,LN_test_acc
2.6704423427581787,8.59375,0.015065482926368714,29.06
2.9704010486602783,10.546875,0.01362663640975952,37.31
3.1633851528167725,11.71875,0.01286655753850937,40.67
2.9141910076141357,11.5234375,0.012012152481079102,44.31
2.578467607498169,10.46875,0.011143507254123688,48.61
2.6163549423217773,10.807291666666666,0.010717448508739472,50.57
2.542098045349121,10.825892857142858,0.01028217704296112,52.68
2.5309348106384277,10.9375,0.010002699971199036,54.78
2.579610824584961,11.54513888888889,0.009438030284643174,56.71
2.6225745677948,11.09375,0.009297483998537064,56.59
2.3920700550079346,11.292613636363637,0.009419637131690979,56.25
2.466289520263672,11.263020833333334,0.008680656540393829,60.47
2.45133900642395,11.538461538461538,0.008583879202604294,61.67
2.442678928375244,11.328125,0.008633382207155227,60.7
2.459559917449951,11.25,0.008345058661699295,62.52
2.3438851833343506,11.376953125,0.008048099517822266,63.53
2.3883557319641113,11.121323529411764,0.008080161166191101,63.15
2.3484365940093994,10.894097222222221,0.00772300900220871,64.69
2.371607542037964,11.019736842105264,0.007494151425361633,66.46
2.355968713760376,10.78125,0.007395213568210602,66.69
2.3329391479492188,11.011904761904763,,
2.377382755279541,10.759943181818182,,
2.3455944061279297,10.733695652173912,,
2.3276426792144775,10.64453125,,
2.3519389629364014,10.6875,,
2.309044599533081,10.697115384615385,,
2.3270111083984375,10.76388888888889,,
2.2982141971588135,10.797991071428571,,
2.3090524673461914,10.9375,,
2.3085057735443115,10.885416666666666,,
2.3281795978546143,10.710685483870968,,
2.308528423309326,10.693359375,,
2.3176357746124268,10.653409090909092,,
2.3086063861846924,10.615808823529411,,
2.307385206222534,10.602678571428571,,
2.2835030555725098,10.698784722222221,,
2.2998037338256836,10.663006756756756,,
2.2915306091308594,10.711348684210526,,
2.296889543533325,10.737179487179487,,
2.301969289779663,10.78125,,
2.2962679862976074,10.823170731707316,,
2.3103809356689453,10.732886904761905,,
2.306122064590454,10.701308139534884,,
2.2976787090301514,10.706676136363637,,
2.315169334411621,10.625,,
2.304469108581543,10.597826086956522,,
2.2901430130004883,10.721409574468085,,
2.3125240802764893,10.709635416666666,,
2.3019635677337646,10.714285714285714,,
2.3009047508239746,10.703125,,
2.2945919036865234,10.784313725490197,,
2.2954094409942627,10.757211538461538,,
2.3079395294189453,10.731132075471699,,
2.297583818435669,10.66261574074074,,
2.303718090057373,10.667613636363637,,
2.303358793258667,10.602678571428571,,
2.309962749481201,10.608552631578947,,
2.296833038330078,10.641163793103448,,
2.3242979049682617,10.672669491525424,,
2.2926652431488037,10.651041666666666,,
2.3071980476379395,10.706967213114755,,
2.295649290084839,10.786290322580646,,
2.2940752506256104,10.813492063492063,,
2.295637607574463,10.85205078125,,
2.2887721061706543,10.853365384615385,,
2.2928528785705566,10.878314393939394,,
2.2920680046081543,10.890858208955224,,
2.3034393787384033,10.903033088235293,,
2.313706636428833,10.9375,,
2.3284196853637695,10.904017857142858,,
2.3078901767730713,10.915492957746478,,
2.307485342025757,10.91579861111111,,
2.285310745239258,10.95890410958904,,
2.3165392875671387,10.905827702702704,,
2.3095600605010986,10.90625,,
2.294883966445923,10.968338815789474,,
2.3062782287597656,10.927353896103897,,
